work_id,status,url,album,formats,notes
REC-044,no,,,,"No EARS on Presto. Kaitlyn Aurelia Smith appears only as guest/remixer on two unrelated downloads (Telar single with Bryan Senti, Naive; Life Like Violence: The Remixes, Cantaloupe)."
REC-069,alt,https://www.prestomusic.com/classical/products/8893207--zentralafrika-songs-of-h,"Zentralafrika: Songs of H [= Centrafrique: Hunting, Love and Mockery Songs] - Pygmees Aka (Ocora C561139)",CD,"The 1978 Anthologie (C560171/72; 2016 reissue C561171-72) is NOT on Presto despite Ocora being stocked. This is a different Aka Pygmies collection on Ocora (truncated title verified externally as Chants de chasse, d'amour et de moquerie). CD EUR 19.89, on offer EUR 15.91, 3 in stock."
REC-104,alt,https://www.prestomusic.com/classical/products/8017790--harpsichord-recital-tiensuu-jukka-couperin-f-scarlatti-d-kouneva-p-tiensuu-j-salmenhaara-e-cage-the,"The Frivolous Harpsichord - Jukka Tiensuu, harpsichord (Ondine ODE8912)",download,"Only HPSCHD hit on Presto: contains Cage: HPSCHD Solo VII only (4:38 solo harpsichord excerpt), not the 1969 Cage/Hiller Nonesuch realization. Full work unavailable."
REC-132,no,,,,"No Michel Chion recordings on Presto (classical search: 0 results). Site carries only his books (Sound: An Acoulogical Treatise etc.), not the INA-GRM/empreintes DIGITALes Requiem."
REC-153,no,,,,"Swiss Mountain Transport Systems / Gruenrekorder not on Presto. Presto does carry Ernst Karel on another release: Kyle Bruckmann & Ernst Karel Electricals (Another Timbre AT16, CD) - different work."
REC-181,no,,,,"Laut und Luise search: 0 results. Wergo is stocked at Presto but this title is not; Jandl hits are works about/setting Jandl by others (e.g. Haselbock: Requiem for Ernst Jandl, NCA)."
REC-210,exact,https://www.prestomusic.com/classical/products/8003409--steve-reich-wtc-9-11,"Steve Reich: WTC 9/11 - Kronos Quartet, So Percussion, Steve Reich & Musicians (Nonesuch 7559796457)","download (FLAC/ALAC/WAV 16/44.1, MP3)","Original Kronos recording, download only. Same-work CD alternative also on Presto: Reich WTC 9/11 & Different Trains (Megadisc MDC7877, product 8173880); also in Steve Reich: Collected Works 26CD box (product 9746628)."
REC-235,no,,,,"Nothin to Look at Just a Record not on Presto (0 results; India Navigation/Superior Viaduct absent). Presto has a Phill Niblock composer page with other titles (Disseminate Ostrava, Mode MOD-CD-131; Niblock/Lamb, Hubro; Brazil 84 DVD) but not the trombone works from this album."
REC-273,exact,https://www.prestomusic.com/jazz/products/8893268--ouzbekistan-monajat-yultchie,"Ouzbekistan - Monajat Yultchieva (Ocora C561060)",CD,"2008 Ocora reissue of the same 1994 Ferghana maqam recording (orig. C560060) - same recording, so exact. CD EUR 19.89, 3 in stock. Listed in Presto's Jazz department."
REC-299,alt,https://www.prestomusic.com/jazz/products/8636287--the-rough-guide-to-ali-akbar-khan,"The Rough Guide to Ali Akbar Khan (World Music Network RGNET1373CD)",CD,"The 1955 Music of India: Morning and Evening Ragas album itself is not on Presto. Closest: this AAK compilation (incl. a Pilu; source recordings not confirmed as the 1955 tracks) - currently out of stock at distributor, orderable. Also on Presto: Raga Mishra Piloo Live at Carnegie Hall 1982 with Ravi Shankar (Warner Classics 9029525802, download) and Raga Sindhi Bhairavi with L. Subramaniam (Delos RS0103, download) - different recordings."
REC-324,no,,,,"Labyrinthitis search: 0 results; Jacob Kirkegaard and the Touch label are not carried by Presto."
